metric,mean,std,min,max,median
MAE,0.5977640802440785,0.2508989088145877,0.3757743577057875,2.2700063651150044,0.5302680730082565
MSE,2.251860221722403,3.4488017132794133,0.4956584638131458,26.378875348301438,1.0982028619082733
R²,0.8637584025714135,0.21299060148860793,-0.6702521924137412,0.9683399503239104,0.9332055135572506
RMSE,1.3178060175222566,0.7214236219641069,0.7040301583122316,5.136036930192524,1.0479368299929903
Training Time,18.445224318504334,4.504491584679112,10.84788203239441,34.1915397644043,17.60530710220337
