salt,k(ms*cm-1),T,c_val,c_units,solvent_ratio_type,weighted_The number of atoms,weighted_The number of carbon atoms,weighted_The number of oxygen atoms,weighted_The ratio of carbon atoms to oxygen atoms,weighted_The number of rings,weighted_Molecular weight,weighted_Molecular radius,weighted_Molecular dipole moment,weighted_Average electronegativity,weighted_Average ionization energy,weighted_Average electron affinity,weighted_Number of hydrogen atoms,weighted_Hydrogen-to-carbon atom ratio,weighted_Number of sulfur atoms,weighted_Sulfur-to-carbon atom ratio,weighted_Number of nitrogen atoms,weighted_Nitrogen-to-carbon atom ratio,weighted_Number of fluorine atoms,weighted_Fluorine-to-carbon atom ratio,weighted_Number of chlorine atoms,weighted_Chlorine-to-carbon atom ratio,weighted_Number of silicon atoms,weighted_Silicon-to-carbon atom ratio,weighted_Number of halogen atoms,weighted_Halogen-to-carbon atom ratio,weighted_Average atomic mass,weighted_Average atomic mass of heavy atoms,weighted_Log P,weighted_Number of hydrogen bond acceptors,weighted_Number of rotatable bonds,weighted_Topological polar surface area ,weighted_Number of heavy atoms,weighted_Molecular complexity,weighted_Isotopic atom count,weighted_Number of undefined stereocenters,weighted_Number of covalent bond units,weighted_Boiling point,weighted_Melting point,weighted_Flash point,weighted_Density,weighted_Isochoric specific volume,weighted_Vapor density,weighted_Vapor pressure,weighted_Refractive index,weighted_Number of carbon-carbon double bonds,weighted_Number of carbon-carbon triple bonds,weighted_Number of ethers,weighted_Number of carbonyl groups,weighted_Number of ketones,weighted_Number of esters,weighted_Number of amines,weighted_Number of nitriles,weighted_Number of thioethers,weighted_Number of sulfoxides,weighted_Number of sulfones,weighted_Number of fluorides,weighted_Number of chlorides,weighted_Number of siloxanes,weighted_Maximum ring size,weighted_Minimum ring size,weighted_Number of rotatable bonds.1,weighted_Molar refractivity,weighted_Molecular polarizability,weighted_Molar volume,weighted_Water solubility,weighted_Lipid solubility,weighted_Viscosity,weighted_Surface tension,weighted_Polarizability,weighted_Number of chiral carbons,weighted_Is it a chiral molecule,weighted_Does it have stereocenters,weighted_Does it have a plane of symmetry,weighted_Does it have a center of symmetry,weighted_Rigidity/Flexibility,weighted_Number of aromatic rings,weighted_Number of aromatic bonds
LiBOB,2.646378343,219.9265022,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiBOB,1.80678334,212.417491,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1,343.5157967,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.032314802,338.1028879,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.058916897,332.8565591,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.079317382,328.2474127,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.093135587,323.297676,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.11419531,318.2709817,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.135660757,313.1800949,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.157539745,308.4608014,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.202570365,303.4751538,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.225738395,298.2489546,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.217966544,293.3866436,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.225738395,288.1278587,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.233559837,283.4108117,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.257324893,278.3302237,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.265347889,273.4267471,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.249352767,268.2099579,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.249352767,263.498431,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.225738395,258.2042048,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.217966544,253.5479593,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.202570365,248.368604,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.187368807,243.2650379,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.150200311,238.4912246,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.121304995,233.5376728,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.072473921,228.435365,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,1.032314802,223.440852,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,0.968696756,219.0835342,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiCF3SO3,0.932423605,215.9263226,0.5,1,2,9,2,1,2,0,46.07,2.16199,1.788,2.847,12.047,-1.327,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5.119,13.357,0.1,1,0,9.2,3,2.8,0,0,1,-24.82,-141.5,25,0.724,1.381,1.59,2.128,1.3441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.484,5.3480300000000014e-24,63.633,5,1,85.1,14,5.17,0,0,0,1,1,0,0,0
LiBOB,20.11261445,392.4775143,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiBOB,19.00255756,387.0967742,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiBOB,18.13147216,382.4701195,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiBOB,17.25733087,377.5068816,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiBOB,16.30548708,372.960373,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiBOB,15.48081722,367.816092,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiBOB,14.62621222,362.9489603,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiBOB,13.85249963,358.075345,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiBOB,13.08761751,353.3308796,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiBOB,12.30391205,348.2045702,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiBOB,11.56669329,342.8571429,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiBOB,10.74196608,338.2663848,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiBOB,10.07375744,333.3333333,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiBOB,9.331757208,328.2051282,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiBOB,8.66561125,323.2323232,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiBOB,7.94916232,318.5136032,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiBOB,7.255755239,313.3159269,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiBOB,6.787673853,308.9797232,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiBOB,5.784150484,303.1259867,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiBOB,5.164543204,298.5074627,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiTFSI,21.74982033,390.8794788,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiTFSI,21.26769988,386.3179074,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiTFSI,20.6447917,382.3178017,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiTFSI,19.79466216,377.5068816,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
LiTFSI,18.93213923,372.2373013,0.5,1,2,10,2,1,2,0,78.14,2.32537,3.029,2.78,11.625,-1.515,6,3,1,0.5,0,0,0,0,0,0,0,0,0,0,7.814,18.035,-0.6,2,0,36.3,4,29,0,0,1,189,18.5,203,1.101,0.908,2.697,0.42,1.4783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,20.1,7.97255e-24,70.972,5,2,1.1,43.6,7.99,0,0,1,1,1,1,0,0
