SMILES,Linear Carbonyl,Cyclic Carbonyl,Linear Ether,Cyclic Ether,tsne_x,tsne_y
COCC(C)OC,0,0,1,0,37.7762,-16.681116
CCOC(C)OC,0,0,1,0,28.217371,-8.048184
CCC(OC)OC,0,0,1,0,19.97697,-15.657816
CCOCC(C)C,0,0,1,0,43.54583,-16.375032
CCCOCCC,0,0,1,0,59.853794,-12.623633
CCCCOCC,0,0,1,0,61.189205,-9.020566
CCOCCOC,0,0,1,0,62.76668,-15.60595
CCCOCOC,0,0,1,0,64.25667,-13.5466
CCOCOCC,0,0,1,0,61.02068,-18.11161
COCC(C)(C)C,0,0,1,0,69.677765,-31.530622
CCC(C)COC,0,0,1,0,44.501705,-22.949865
COCCC(C)C,0,0,1,0,50.630405,-20.256605
CCCCCOC,0,0,1,0,70.97815,-8.48902
COCCCOC,0,0,1,0,70.64063,-10.913933
COC(OC)OC,0,0,1,0,26.4941,-43.886963
COCOCOC,0,0,1,0,64.038574,-20.500456
CC1(C)CCCO1,0,0,0,1,-4.1940856,37.730835
CC1(C)COCO1,0,0,0,1,-4.4058514,33.44818
CC1(C)OCCO1,0,0,0,1,-3.9340856,40.671913
CC1CCC(C)O1,0,0,0,1,-35.38874,-14.668604
CC1COC(C)O1,0,0,0,1,-26.141838,-26.326712
CC1CCOC1C,0,0,0,1,-50.547775,-43.494823
CCC1CCCO1,0,0,0,1,-34.74812,-51.04511
CC1CCCCO1,0,0,0,1,-21.62273,-35.64143
CC1COCCO1,0,0,0,1,-27.00823,-34.280624
CC1COC(C)C1,0,0,0,1,-20.020752,-27.160843
CC1OCOC1C,0,0,0,1,-45.472446,-44.43107
CCC1COCO1,0,0,0,1,-24.991285,-54.485714
CC1CCOCO1,0,0,0,1,-26.18026,-35.41059
COC1CCCC1,0,0,0,1,-17.772083,-0.49717957
COC1CCOC1,0,0,0,1,-2.2995558,-33.23068
CCC1OCCO1,0,0,0,1,-33.615906,-44.241558
COC1CCCO1,0,0,0,1,-17.67971,-39.05242
CC1OCCCO1,0,0,0,1,-18.4638,-32.568764
COC1COCO1,0,0,0,1,-17.298435,-48.205166
CC1OCOCO1,0,0,0,1,-24.51182,-9.1350355
CC1(C)CCOC1,0,0,0,1,-4.107349,25.919151
CC1CCCOC1,0,0,0,1,2.053745,-41.719646
CC1COCC1C,0,0,0,1,-39.23403,-26.195044
CCC1CCOC1,0,0,0,1,-2.8151748,-46.75273
CC1CCOCC1,0,0,0,1,2.978179,-42.034153
COC1OCCO1,0,0,0,1,-20.589453,-12.518831
CC1COCOC1,0,0,0,1,-4.9154882,-27.626972
CC(C)OC(C)(C)C,0,0,1,0,51.739494,-40.833176
CCOC(C)(C)CC,0,0,1,0,62.39168,-33.799038
CCCOC(C)(C)C,0,0,1,0,61.10671,-30.98373
COCOC(C)(C)C,0,0,1,0,58.332535,-31.522072
COC(C)(C)C(C)C,0,0,1,0,47.462574,-43.030228
CCC(C)(CC)OC,0,0,1,0,68.33366,-38.246895
CCCC(C)(C)OC,0,0,1,0,65.52954,-36.33929
COCC(C)(C)OC,0,0,1,0,67.43083,-32.246365
CCOC(C)(C)OC,0,0,1,0,60.381977,-36.15302
CCC(C)(OC)OC,0,0,1,0,64.60873,-38.89147
CCC(C)OC(C)C,0,0,1,0,27.588545,-23.717777
COC(C)OC(C)C,0,0,1,0,27.233402,-42.308002
CCOC(C)C(C)C,0,0,1,0,34.86877,-37.276543
CCOC(CC)CC,0,0,1,0,24.46756,-18.908213
CCCOC(C)CC,0,0,1,0,29.632149,-14.947791
CCCC(C)OCC,0,0,1,0,30.518713,-18.11904
CCOC(C)COC,0,0,1,0,33.576424,-17.679996
CC(C)COC(C)C,0,0,1,0,38.045006,-13.403268
CCCCOC(C)C,0,0,1,0,36.82922,-8.510324
COCCOC(C)C,0,0,1,0,38.805786,-6.669348
CCC(C)OCOC,0,0,1,0,32.11205,-15.154708
CCOCOC(C)C,0,0,1,0,33.634804,-7.295343
COC(C)C(C)(C)C,0,0,1,0,45.14866,-42.923428
CCC(OC)C(C)C,0,0,1,0,35.865032,-32.24027
CCC(C)C(C)OC,0,0,1,0,33.23436,-33.664986
COC(C)C(C)OC,0,0,1,0,30.742544,-39.677883
CCCC(CC)OC,0,0,1,0,18.995987,-25.54213
CCC(COC)OC,0,0,1,0,20.952423,-24.595047
COC(C)CC(C)C,0,0,1,0,27.765528,-28.495354
CCCCC(C)OC,0,0,1,0,32.034466,-23.913637
COCCC(C)OC,0,0,1,0,34.53417,-23.51285
CCOCC(C)OC,0,0,1,0,37.47091,-18.997797
COC(C)(OC)OC,0,0,1,0,56.21336,-42.40142
CCOC(CC)OC,0,0,1,0,18.894558,-15.771087
CCCOC(C)OC,0,0,1,0,26.78353,-10.115246
CCOC(C)OCC,0,0,1,0,27.680859,-6.9278803
COCOC(C)OC,0,0,1,0,29.564981,-7.584432
COC(OC)C(C)C,0,0,1,0,32.4278,-41.05398
CCCC(OC)OC,0,0,1,0,16.7156,-19.509937
COCC(OC)OC,0,0,1,0,19.40686,-19.084372
CCOCC(C)(C)C,0,0,1,0,66.895615,-28.613514
CCCOCC(C)C,0,0,1,0,45.341488,-14.614402
CCOCC(C)CC,0,0,1,0,42.358284,-20.530998
CCCCOCCC,0,0,1,0,63.59228,-7.0178266
CCCOCCOC,0,0,1,0,66.87081,-9.193736
CCOCCC(C)C,0,0,1,0,51.715603,-15.5388365
CCCCCOCC,0,0,1,0,61.247643,-8.352418
CCOCCCOC,0,0,1,0,63.544525,-10.227625
CCOCCOCC,0,0,1,0,60.56078,-15.192327
CCOC(OC)OC,0,0,1,0,22.170418,-10.334281
COCOCC(C)C,0,0,1,0,44.426346,-18.14105
CCCCOCOC,0,0,1,0,66.27243,-13.3505
CCCOCOCC,0,0,1,0,61.48095,-12.914548
COCCOCOC,0,0,1,0,65.900215,-15.421518
CCOCOCOC,0,0,1,0,63.254913,-18.659773
CCC(C)(C)COC,0,0,1,0,70.413445,-33.106564
COCC(C)C(C)C,0,0,1,0,41.146465,-27.624105
CCC(CC)COC,0,0,1,0,46.00817,-28.964901
CCCC(C)COC,0,0,1,0,46.17276,-24.30715
COCC(C)COC,0,0,1,0,44.743656,-22.577227
COCCC(C)(C)C,0,0,1,0,72.18137,-26.55605
CCC(C)CCOC,0,0,1,0,48.405617,-23.98121
COCCCC(C)C,0,0,1,0,50.966675,-21.055143
CCCCCCOC,0,0,1,0,71.32338,-8.60842
COCCCCOC,0,0,1,0,70.95222,-10.530249
CC1CCC(C)(C)O1,0,0,0,1,-7.395665,-0.60116065
CC1OCC(C)(C)O1,0,0,0,1,-4.4884396,-4.4978585
CC1CCOC1(C)C,0,0,0,1,1.7546731,8.22725
CCC1(C)CCCO1,0,0,0,1,5.1713295,36.471046
CC1(C)CCCCO1,0,0,0,1,-4.2639475,37.714123
CC1(C)COCCO1,0,0,0,1,-4.478295,33.786793
CC1COC(C)(C)C1,0,0,0,1,-5.88726,8.568795
CC1OCOC1(C)C,0,0,0,1,2.5129423,2.670547
CCC1(C)COCO1,0,0,0,1,4.2535477,32.462864
CC1(C)CCOCO1,0,0,0,1,-2.9182577,34.44993
COC1(C)CCCC1,0,0,0,1,0.3108172,19.635
COC1(C)CCOC1,0,0,0,1,-1.0584407,23.332182
CC1COC(C)(C)O1,0,0,0,1,-5.426662,3.4758666
CCC1(C)OCCO1,0,0,0,1,5.1599865,40.9939
COC1(C)CCCO1,0,0,0,1,0.16160175,37.424168
CC1(C)OCCCO1,0,0,0,1,-4.003818,40.637634
COC1(C)COCO1,0,0,0,1,-0.44610167,33.462444
CC1(C)OCOCO1,0,0,0,1,-3.2900982,42.34326
CC1CC(C)C(C)O1,0,0,0,1,-38.255547,-11.651154
CCC1CCC(C)O1,0,0,0,1,-33.774414,-18.472357
CC1CCCC(C)O1,0,0,0,1,-34.982765,-14.698728
CC1COCC(C)O1,0,0,0,1,-34.346775,-23.13238
CC1OC(C)C(C)O1,0,0,0,1,-31.365543,-6.934556
CCC1COC(C)O1,0,0,0,1,-28.98233,-21.594988
CC1CCOC(C)O1,0,0,0,1,-27.878742,-19.058409
CCC1OCC(C)O1,0,0,0,1,-25.123913,-20.529867
COC1CCC(C)O1,0,0,0,1,-31.630268,-14.981523
CC1OCCC1(C)C,0,0,0,1,6.3986754,0.29898638
CC(C)C1CCCO1,0,0,0,1,8.247119,-53.619698
CC1CCCOC1C,0,0,0,1,-50.95676,-42.931248
CC1OCCOC1C,0,0,0,1,-46.929516,-43.398197
CCC1OCCC1C,0,0,0,1,-53.835503,-40.952595
CCC1CCCCO1,0,0,0,1,-34.846016,-51.219097
CCOC1CCCC1,0,0,0,1,-8.717427,-35.010036
CCC1COCCO1,0,0,0,1,-24.822628,-51.374702
CCOC1CCOC1,0,0,0,1,-5.581723,-34.45692
CC1COC(C)C1C,0,0,0,1,-45.05688,-34.26618
CCC1CC(C)CO1,0,0,0,1,-18.74048,-22.324203
CC1CCC(C)OC1,0,0,0,1,-19.032532,-26.440035
CCC1CCOC1C,0,0,0,1,-56.17512,-38.6542
CCCC1CCCO1,0,0,0,1,-34.51906,-52.766212
CC1CCOC(C)C1,0,0,0,1,-16.276,-23.533112
CC1COC(C)CO1,0,0,0,1,-22.23738,-24.908022
COC1CCOC1C,0,0,0,1,-52.2186,-34.592037
COCC1CCCO1,0,0,0,1,-31.995237,-51.509373
CC1CC(C)(C)CO1,0,0,0,1,1.0303866,-4.9022145
CCC1COC(C)C1,0,0,0,1,-13.980261,-26.052061
COC1COC(C)C1,0,0,0,1,-10.354187,-20.908434
COC1OCC(C)O1,0,0,0,1,-23.160767,-14.76742
CC(C)C1COCO1,0,0,0,1,4.4955153,-52.877964
CC1COCOC1C,0,0,0,1,-41.16593,-34.54189
CCC1OCOC1C,0,0,0,1,-43.627995,-41.093456
CCC1CCOCO1,0,0,0,1,-29.386032,-54.714645
CCCC1COCO1,0,0,0,1,-24.913542,-53.685066
CC1CC(C)OCO1,0,0,0,1,-13.974668,-15.531689
COC1OCOC1C,0,0,0,1,-47.00685,-39.143204
COCC1COCO1,0,0,0,1,-27.11444,-52.90867
COC1CCCC1C,0,0,0,1,-49.526867,-24.91504
COC1COCC1C,0,0,0,1,-44.816463,-27.682215
COC1CCC(C)C1,0,0,0,1,-19.722906,-2.2432604
COC1CCCCC1,0,0,0,1,-17.740486,-0.5315887
COC1CCOCC1,0,0,0,1,-1.8427476,-32.925037
COC1CCCOC1,0,0,0,1,-2.6784084,-33.327152
COC1COCOC1,0,0,0,1,-3.4228592,-31.719625
COC1(C)OCCO1,0,0,0,1,0.44789213,42.118935
COC1COC(C)O1,0,0,0,1,-26.835724,-16.276144
CC1OCOC(C)O1,0,0,0,1,-25.083382,-10.053901
CC(C)C1OCCO1,0,0,0,1,7.147174,-57.608196
COC1OCCC1C,0,0,0,1,-50.65882,-37.431522
COC1CCCCO1,0,0,0,1,-17.780373,-38.994785
CCC1OCCCO1,0,0,0,1,-33.59152,-44.12093
CCOC1CCCO1,0,0,0,1,-18.426594,-41.63657
CCCC1OCCO1,0,0,0,1,-31.57645,-43.453228
COC1COCCO1,0,0,0,1,-18.103691,-48.082874
CCOC1COCO1,0,0,0,1,-17.456278,-46.221832
COCC1OCCO1,0,0,0,1,-29.656235,-46.73431
COC1CC(C)CO1,0,0,0,1,-15.384627,-19.608988
CC1COC(C)OC1,0,0,0,1,-16.59411,-28.827639
COC1CCOCO1,0,0,0,1,-19.111763,-44.887417
CCC1OCOCO1,0,0,0,1,-33.07114,-41.93698
CC1(C)CCCOC1,0,0,0,1,-3.681661,25.707617
CC1COCC1(C)C,0,0,0,1,7.4720993,6.130761
CC1COCC(C)C1,0,0,0,1,-5.5746994,-26.798986
CCC1(C)CCOC1,0,0,0,1,2.764016,26.50396
CC1CCOCC1C,0,0,0,1,-39.993374,-26.96359
CCC1CCCOC1,0,0,0,1,-3.2400775,-46.23461
CCC1COCC1C,0,0,0,1,-39.561768,-30.789103
CC(C)C1CCOC1,0,0,0,1,5.76821,-48.37609
CC1(C)CCOCC1,0,0,0,1,-4.3657136,26.418812
CCCC1CCOC1,0,0,0,1,-2.4112391,-44.770065
CCC1CCOCC1,0,0,0,1,-1.9287149,-46.593765
COCC1CCOC1,0,0,0,1,-6.275966,-44.13886
COC1OCCCO1,0,0,0,1,-20.434166,-12.576872
CCOC1OCCO1,0,0,0,1,-23.312403,-42.263966
CC1(C)COCOC1,0,0,0,1,-1.5143014,27.333122
CCC1COCOC1,0,0,0,1,-2.9577343,-41.64187
COCC1CCCC1,0,0,0,1,-9.4201565,-44.316475
COC1OCOCO1,0,0,0,1,-20.916862,-11.731665
CC(C)(C)OC(C)(C)C,0,0,1,0,56.243443,-40.893536
CCC(C)(C)OC(C)C,0,0,1,0,52.228275,-40.071224
CCC(C)OC(C)(C)C,0,0,1,0,50.392006,-40.08004
COC(C)OC(C)(C)C,0,0,1,0,50.989685,-41.514046
CCOC(C)(C)C(C)C,0,0,1,0,59.265854,-36.46922
CCOC(C)(CC)CC,0,0,1,0,61.421547,-35.028713
CCCOC(C)(C)CC,0,0,1,0,61.72844,-32.36508
CCCC(C)(C)OCC,0,0,1,0,63.176937,-34.166862
CCOC(C)(C)COC,0,0,1,0,65.52573,-32.81511
CC(C)COC(C)(C)C,0,0,1,0,46.29114,-16.509947
CCCCOC(C)(C)C,0,0,1,0,61.152622,-30.65325
COCCOC(C)(C)C,0,0,1,0,59.683678,-29.89054
CCC(C)(C)OCOC,0,0,1,0,59.003807,-31.889343
CCOCOC(C)(C)C,0,0,1,0,58.677525,-34.35249
COC(C)(C)C(C)(C)C,0,0,1,0,55.681087,-43.319675
CCC(C)(OC)C(C)C,0,0,1,0,68.75968,-39.2397
CCC(C)C(C)(C)OC,0,0,1,0,47.549652,-42.279633
COC(C)C(C)(C)OC,0,0,1,0,46.203617,-42.979786
CCC(CC)(CC)OC,0,0,1,0,66.52415,-41.435936
CCCC(C)(CC)OC,0,0,1,0,67.91519,-38.13592
CCC(C)(COC)OC,0,0,1,0,68.81266,-37.707706
COC(C)(C)CC(C)C,0,0,1,0,67.02959,-35.356308
CCCCC(C)(C)OC,0,0,1,0,65.34494,-36.204536
COCCC(C)(C)OC,0,0,1,0,71.64998,-27.305386
CCOCC(C)(C)OC,0,0,1,0,66.773315,-30.543718
COC(C)(C)OC(C)C,0,0,1,0,52.77808,-41.420826
CCOC(C)(CC)OC,0,0,1,0,64.22401,-38.89795
CCCOC(C)(C)OC,0,0,1,0,60.51764,-32.971138
CCOC(C)(C)OCC,0,0,1,0,60.0546,-35.89476
COCOC(C)(C)OC,0,0,1,0,58.01176,-31.832886
COC(C)(OC)C(C)C,0,0,1,0,47.956886,-43.485577
CCC(CC)(OC)OC,0,0,1,0,66.52416,-41.436054
CCCC(C)(OC)OC,0,0,1,0,65.441154,-37.75992
COCC(C)(OC)OC,0,0,1,0,68.33006,-32.453587
CC(C)OC(C)C(C)C,0,0,1,0,25.321367,-41.008247
CCC(CC)OC(C)C,0,0,1,0,26.628819,-22.953117
CCC(C)OC(C)CC,0,0,1,0,27.682436,-24.26953
CCCC(C)OC(C)C,0,0,1,0,28.705217,-22.6004
COCC(C)OC(C)C,0,0,1,0,36.86021,-16.503489
CCC(C)OC(C)OC,0,0,1,0,27.882267,-25.173628
CCC(OC)OC(C)C,0,0,1,0,20.555788,-15.876242
CCOC(C)OC(C)C,0,0,1,0,27.229464,-6.140043
CCOC(C)C(C)(C)C,0,0,1,0,36.377823,-37.81742
CCOC(CC)C(C)C,0,0,1,0,37.106823,-34.061943
CCCOC(C)C(C)C,0,0,1,0,27.043827,-13.890165
CCOC(C)C(C)CC,0,0,1,0,34.730972,-36.672462
CCOC(C)C(C)OC,0,0,1,0,34.113197,-37.63316
CCCOC(CC)CC,0,0,1,0,25.731314,-17.069422
CCCC(CC)OCC,0,0,1,0,24.883492,-19.200876
CCOC(CC)COC,0,0,1,0,23.717024,-19.553957
CCC(C)OCC(C)C,0,0,1,0,33.892403,-12.656576
CCCOC(C)CCC,0,0,1,0,30.096474,-16.841845
CCCCOC(C)CC,0,0,1,0,29.435963,-14.683936
CCC(C)OCCOC,0,0,1,0,30.419907,-14.31347
CCOC(C)CC(C)C,0,0,1,0,32.360092,-12.706611
CCCCC(C)OCC,0,0,1,0,30.559727,-18.491663
CCOC(C)CCOC,0,0,1,0,32.8762,-18.702068
CCCOC(C)COC,0,0,1,0,33.369644,-17.208946
CCOCC(C)OCC,0,0,1,0,35.835133,-18.659966
CC(C)OCC(C)(C)C,0,0,1,0,34.024483,-3.8080378
CCC(C)COC(C)C,0,0,1,0,39.09295,-13.457916
COC(C)COC(C)C,0,0,1,0,38.11719,-15.591807
CC(C)CCOC(C)C,0,0,1,0,39.033985,-8.869692
CCCCCOC(C)C,0,0,1,0,36.94267,-8.532047
COCCCOC(C)C,0,0,1,0,38.871708,-6.6512213
CCOCCOC(C)C,0,0,1,0,36.09331,-6.3963947
COC(OC)OC(C)C,0,0,1,0,26.416645,-42.824852
COCOC(C)C(C)C,0,0,1,0,31.140951,-4.6912117
CCC(CC)OCOC,0,0,1,0,23.977766,-18.191221
CCCC(C)OCOC,0,0,1,0,31.893518,-15.612066
CCOCOC(C)CC,0,0,1,0,32.96547,-11.127934
COCOC(C)COC,0,0,1,0,33.189796,-16.08318
CC(C)OCOC(C)C,0,0,1,0,33.33492,-4.73975
CCCOCOC(C)C,0,0,1,0,34.243885,-7.4312797
COCOCOC(C)C,0,0,1,0,32.524975,-5.254801
CCC(OC)C(C)(C)C,0,0,1,0,42.899284,-41.404312
CCC(C)(C)C(C)OC,0,0,1,0,45.095078,-43.497387
COC(C(C)C)C(C)C,0,0,1,0,30.617886,-41.66931
CCC(C)C(CC)OC,0,0,1,0,34.841335,-32.394146
CCCC(OC)C(C)C,0,0,1,0,36.161568,-31.608383
COCC(OC)C(C)C,0,0,1,0,37.14488,-31.022104
COC(C)C(C)C(C)C,0,0,1,0,30.147411,-39.214783
CCC(CC)C(C)OC,0,0,1,0,33.860874,-34.10999
CCCC(C)C(C)OC,0,0,1,0,32.57699,-33.89259
COCC(C)C(C)OC,0,0,1,0,40.826057,-28.475965
CCC(OC)C(C)OC,0,0,1,0,35.115414,-32.895485
CCC(CC(C)C)OC,0,0,1,0,21.467955,-26.78509
CCCC(CCC)OC,0,0,1,0,18.707355,-24.868183
CCCCC(CC)OC,0,0,1,0,18.83546,-26.183983
CCC(CCOC)OC,0,0,1,0,19.974033,-25.855597
CCCC(COC)OC,0,0,1,0,19.289104,-24.245302
CCOCC(CC)OC,0,0,1,0,21.945498,-24.974909
COC(C)CC(C)(C)C,0,0,1,0,29.350792,-28.505053
CCC(C)CC(C)OC,0,0,1,0,28.088451,-27.338785
COC(C)CC(C)OC,0,0,1,0,28.13781,-28.243803
COC(C)CCC(C)C,0,0,1,0,32.40095,-25.411375
CCCCCC(C)OC,0,0,1,0,32.06054,-23.831116
COCCCC(C)OC,0,0,1,0,34.372826,-23.661139
CCOCCC(C)OC,0,0,1,0,35.696842,-22.78007
COC(C)C(OC)OC,0,0,1,0,31.430052,-39.858738
COCC(COC)OC,0,0,1,0,20.637,-23.99925
CCCOCC(C)OC,0,0,1,0,37.94221,-18.642862
COCOCC(C)OC,0,0,1,0,38.712975,-17.403143
CCOC(C)(OC)OC,0,0,1,0,60.89356,-37.145008
CCC(OC)(OC)OC,0,0,1,0,66.422775,-40.688366
COC(C)OC(C)OC,0,0,1,0,27.627666,-42.69256
CCOC(OC)C(C)C,0,0,1,0,32.976906,-41.082474
CCCOC(CC)OC,0,0,1,0,19.749311,-14.521624
CCCC(OC)OCC,0,0,1,0,16.93405,-18.882309
CCOC(CC)OCC,0,0,1,0,18.408562,-16.031332
CCOC(COC)OC,0,0,1,0,19.247984,-18.541119
COC(C)OCC(C)C,0,0,1,0,29.069145,-9.314648
CCCOC(C)OCC,0,0,1,0,26.974022,-7.373603
CCCCOC(C)OC,0,0,1,0,26.722046,-10.2210655
COCCOC(C)OC,0,0,1,0,27.777967,-10.270101
CCOC(C)OCOC,0,0,1,0,28.836191,-7.045862
CCC(OC)OCOC,0,0,1,0,19.079058,-14.834776
CCOCOC(C)OC,0,0,1,0,30.374382,-8.106294
COC(OC)C(C)(C)C,0,0,1,0,44.21496,-42.307304
CCC(C)C(OC)OC,0,0,1,0,33.303757,-32.664318
COC(CC(C)C)OC,0,0,1,0,26.822962,-29.060822
CCCCC(OC)OC,0,0,1,0,16.477137,-20.018095
COCCC(OC)OC,0,0,1,0,19.221329,-20.209988
CCOCC(OC)OC,0,0,1,0,37.43116,-20.23742
CCCOCC(C)(C)C,0,0,1,0,66.68798,-27.897017
CCOCC(C)(C)CC,0,0,1,0,67.01053,-29.19286
CC(C)COCC(C)C,0,0,1,0,44.87027,-16.4563
CCCOCC(C)CC,0,0,1,0,42.342175,-19.591173
CCCCOCC(C)C,0,0,1,0,45.43148,-14.392119
COCCOCC(C)C,0,0,1,0,46.071396,-18.446178
CCOCC(C)C(C)C,0,0,1,0,42.15107,-16.997387
CCOCC(CC)CC,0,0,1,0,40.72979,-20.667696
CCCC(C)COCC,0,0,1,0,42.391068,-21.32874
CCOCC(C)COC,0,0,1,0,43.59379,-21.965477
CCCOCCC(C)C,0,0,1,0,51.457478,-14.704599
CCCCOCCCC,0,0,1,0,63.959576,-7.150627
CCCCCOCCC,0,0,1,0,63.089466,-6.8572946
CCCOCCCOC,0,0,1,0,66.09565,-9.018913
CCCCOCCOC,0,0,1,0,65.89894,-7.776945
CCCOCCOCC,0,0,1,0,59.75384,-13.80726
CCOCCC(C)(C)C,0,0,1,0,68.417725,-25.060553
CCOCCC(C)CC,0,0,1,0,50.946472,-16.307133
CCOCCCC(C)C,0,0,1,0,52.177303,-15.657426
CCCCCCOCC,0,0,1,0,61.19216,-8.21458
CCOCCCCOC,0,0,1,0,63.6294,-10.273274
CCOCCCOCC,0,0,1,0,62.224632,-9.838144
COCCOCCOC,0,0,1,0,67.510925,-10.352692
CCOCCOCOC,0,0,1,0,64.130936,-16.577742
CCCOC(OC)OC,0,0,1,0,23.234734,-11.044778
CCOC(OC)OCC,0,0,1,0,22.021194,-10.318449
COCOCC(C)(C)C,0,0,1,0,69.33393,-30.074223
CCC(C)COCOC,0,0,1,0,43.693405,-19.800222
CCOCOCC(C)C,0,0,1,0,43.585396,-16.210901
COCOCCC(C)C,0,0,1,0,50.79973,-19.223938
CCCCOCOCC,0,0,1,0,60.513863,-9.937559
CCCCCOCOC,0,0,1,0,66.32764,-13.294155
COCCCOCOC,0,0,1,0,66.60025,-14.743355
CCCOCOCCC,0,0,1,0,61.71623,-12.887839
CCCOCOCOC,0,0,1,0,64.09617,-13.536691
CCOCOCCOC,0,0,1,0,63.11259,-15.90779
CCOCOCOCC,0,0,1,0,61.145832,-18.249958
COCC(C)(C)C(C)C,0,0,1,0,70.763466,-31.45454
CCC(C)(CC)COC,0,0,1,0,70.15913,-34.003414
CCCC(C)(C)COC,0,0,1,0,71.063576,-33.07069
COCC(C)(C)COC,0,0,1,0,70.31312,-32.575657
COCC(C)C(C)(C)C,0,0,1,0,39.837772,-27.140078
CCC(COC)C(C)C,0,0,1,0,43.59474,-26.871151
CCC(C)C(C)COC,0,0,1,0,41.893864,-27.891928
CCCC(CC)COC,0,0,1,0,46.18287,-29.445591
CCC(COC)COC,0,0,1,0,46.021095,-28.98193
COCC(C)CC(C)C,0,0,1,0,45.403187,-22.116943
CCCCC(C)COC,0,0,1,0,45.950768,-24.460863
COCCC(C)COC,0,0,1,0,46.86215,-23.64299
CCC(C)(C)CCOC,0,0,1,0,72.63336,-27.583298
COCCC(C)C(C)C,0,0,1,0,41.390804,-26.366423
CCC(CC)CCOC,0,0,1,0,47.006626,-28.389273
CCCC(C)CCOC,0,0,1,0,47.509857,-24.428812
COCCCC(C)(C)C,0,0,1,0,72.29383,-26.118462
CCC(C)CCCOC,0,0,1,0,48.889225,-23.831953
COCCCCC(C)C,0,0,1,0,51.060932,-21.13552
CCCCCCCOC,0,0,1,0,71.322334,-8.609197
COCCCCCOC,0,0,1,0,71.18158,-10.306676
COC(OC)(OC)OC,0,0,1,0,57.131325,-42.759228
COCOC(OC)OC,0,0,1,0,23.558308,-8.652919
COCOCOCOC,0,0,1,0,63.921,-20.34597
CC1(C)CCC(C)(C)O1,0,0,0,1,-5.98295,36.914936
CC1(C)COC(C)(C)O1,0,0,0,1,-6.1687593,36.09449
CC1CC(C)C(C)(C)O1,0,0,0,1,-5.840064,1.1194518
CCC1(C)CCC(C)O1,0,0,0,1,-7.61414,-1.6214067
CC1CCCC(C)(C)O1,0,0,0,1,-7.2474904,-0.5680971
CC1COCC(C)(C)O1,0,0,0,1,-4.2272797,-0.25088835
CC1CC(C)(C)OC1C,0,0,0,1,-10.360174,4.5417843
CCC1CCC(C)(C)O1,0,0,0,1,-8.707582,-0.100185506
CC1OC(C)C(C)(C)O1,0,0,0,1,-11.805879,3.2319283
CCC1(C)COC(C)O1,0,0,0,1,-4.756684,-3.8046908
CC1OCCC(C)(C)O1,0,0,0,1,-3.962585,-4.45957
CCC1OCC(C)(C)O1,0,0,0,1,-4.7212076,-5.8354073
COC1CCC(C)(C)O1,0,0,0,1,-8.019481,0.66840285
CC1(C)CCOC1(C)C,0,0,0,1,-5.354245,41.61907
CC(C)C1(C)CCCO1,0,0,0,1,-2.7822378,38.1543
CC1CCCOC1(C)C,0,0,0,1,2.0298789,8.0571575
CC1OCCOC1(C)C,0,0,0,1,3.0623598,3.0452268
CCC1(C)OCCC1C,0,0,0,1,0.83083993,8.398548
CCC1(CC)CCCO1,0,0,0,1,3.9619799,36.95973
CCC1(C)CCCCO1,0,0,0,1,5.144927,36.239788
CCOC1(C)CCCC1,0,0,0,1,-1.235408,20.658482
